,HNRVoiced,HNR,minfun,meanfun,h2_width,h3_freq,meanpeakf,h1_freq,h2_freq,maxfun,label
0,9.28167241161589,9.26895111714858,0.18088531355086104,0.21300111833844398,0.289940014401699,2.75749365384615,0.20535714285714302,0.5717801923076921,1.69404125,0.248084028466493,Female
1,8.176307601596541,7.1848918292379595,0.158824003315861,0.183729521537327,0.152071283656134,2.9548972413793098,0.17373511904761904,0.520255862068966,1.7089405172413799,0.21052631578947398,Female
2,7.3903832607216104,6.744315464564131,0.153459800615057,0.19431748605893,0.265298668513095,3.1625501315789504,0.0472470238095238,0.7076951948051949,2.13284961038961,0.222734238980839,Female
3,8.73386910082542,8.83650935352438,0.18371312469009898,0.20206511221957002,0.238277303346879,2.34098754385965,0.20535714285714302,0.750893333333333,1.49948280701754,0.22351756251021,Female
4,9.4846216268239,9.689981198934401,0.21879183096216298,0.24265708965179603,0.193811934801979,3.1042608928571402,0.20535714285714302,0.9033426785714291,1.87869410714286,0.333027721697816,Female
5,6.28615683187615,13.5847761992264,0.161616161616162,0.164141414141414,0.18637268169329396,3.4967183333333303,0.142113095238095,1.22636833333333,2.27525666666667,0.166666666666667,Female
6,8.24365280602258,6.00182323242304,0.18871885803325103,0.22245365355514102,0.270650313653866,2.6390266666666697,0.0472470238095238,0.5106149999999999,1.83937083333333,0.243189789187014,Female
7,9.43050928267309,9.32981243530757,0.139674981486613,0.241172527419086,0.308083187206731,2.85699305882353,0.20535714285714302,0.627801882352941,1.88340776470588,1.27863234309977,Female
8,11.357858692207301,10.6585558118545,0.24834813981146897,0.30509158550512605,0.19082234156306602,3.23706796296296,0.236979166666667,0.93608462962963,2.23597055555556,0.40005577574975,Female
9,6.779386104887299,5.98316793287339,0.15841584158415803,0.185818718714204,0.16779806788061102,2.99162433333333,0.17373511904761904,0.626684333333333,2.00882733333333,0.21835242442329197,Female
10,7.92077260598683,7.02960470879678,0.13681077798744698,0.19924412128782998,0.24390690207891502,2.9437483606557406,0.20535714285714302,0.554681967213115,1.95612770491803,0.250169726772422,Female
11,9.592059470838329,9.592059470838329,0.20298020499181896,0.22199675578017897,0.297093575918463,2.06630060606061,0.869419642857143,0.730696060606061,1.3034178787878798,0.27066885286687,Female
12,11.6277392751312,11.6277392751312,0.23647602244405602,0.273848645921468,0.186697268409838,2.88700837209302,0.26860119047619,0.702232558139535,1.60808627906977,0.30505592682024396,Female
13,6.29445367541847,4.57821679588821,0.140487737138525,0.151791384815062,0.14569982507952697,3.0119708695652205,0.142113095238095,0.622713913043478,1.5823852173913,0.17288072070221902,Female
14,10.7962220746086,10.9664645873471,0.26249157131363804,0.280886737282336,0.327221206029165,2.99226,0.8061755952380949,0.82829375,1.66681625,0.33892706607231105,Female
15,12.1028574337917,10.8547287301911,0.258064516129032,0.29550163667469603,0.172575042008701,2.87370482758621,0.26860119047619,0.597377586206897,1.62760310344828,0.328569888510336,Female
16,4.99230216965225,4.76221557803616,0.15841584158415803,0.16001600160016,0.20071077137514104,2.70213,0.142113095238095,0.607644,1.940245,0.161616161616162,Female
17,11.157799497734802,11.056769549769198,0.206671295753678,0.252271472296577,0.162159236607103,3.1483361363636404,0.236979166666667,0.894413409090909,1.6026475,0.292639341534568,Female
18,6.69579806475603,5.96772807931719,0.142446273341603,0.16191782055077403,0.15869149412195302,2.7625966666666697,0.142113095238095,0.6415425,1.48203555555556,0.21621621525152698,Female
19,7.23486023631542,5.55390425555025,0.157701037056264,0.18602815381441395,0.158004341200185,2.81831861111111,0.17373511904761904,0.537514722222222,1.7807961111111101,0.23815212873630198,Female
20,7.1070054984808895,8.71354683991852,0.166666666666667,0.167982456140351,0.279435531812824,3.3716233333333303,0.142113095238095,1.037195,2.33934666666667,0.168421052631579,Female
21,6.34853485381039,5.57101908380579,0.156862745098039,0.659227011281251,0.19039825823428302,2.58718764705882,0.142113095238095,1.05132764705882,2.04566117647059,2.83991936988642,Female
22,7.16692392631071,5.520372235952309,0.152380952380952,0.18002117549232396,0.181652772700022,3.08710103448276,0.142113095238095,0.613714137931034,1.71607517241379,0.21469568260040303,Female
23,7.1951559034167305,6.22045314092216,0.181976397826422,0.204670223380641,0.298508531398782,3.1876108235294103,0.20535714285714302,0.686575647058824,2.01886305882353,0.25397847822447894,Female
